battery_id,cycle,avg_voltage,avg_temp,max_temp,capacity,RUL
B0047,25,3.407645240350967,8.395347720509116,11.88239860330653,1.266070385993126,47
B0047,26,3.407201115194828,8.419292173692186,11.79170575767619,1.2413590294280803,46
B0047,27,3.402851724115477,8.293327119939335,11.72661603963688,1.2298873703485311,45
B0047,28,3.398740761774466,8.49190236531868,12.464631760563272,1.228088614506696,44
B0047,29,3.3945066004903923,8.437149776270967,11.863547747838409,1.2139857189070042,43
B0047,30,3.39192930556013,8.429621946088576,12.460832791038596,1.2173435064564189,42
B0047,31,3.39128980672992,8.46306110156025,12.213639136225725,1.2073445944515917,41
B0047,32,3.3932667889977304,8.459204966688853,11.534784991217848,1.18804049227045,40
B0047,33,3.3838600818009588,8.493224799915222,12.42977502748968,1.186304749886542,39
B0047,34,3.3866520851320576,8.466232868159803,12.428323073625249,1.2613935471028506,38
B0047,35,3.402095154295076,8.553128334903379,12.48741336421358,1.2648246158850653,37
B0047,36,3.404625504614091,8.342818484380935,11.343734065329729,1.2466494548982199,36
B0047,37,3.3977378433240313,8.481468325698998,12.641653349352346,1.2333924152795082,35
B0047,38,3.39454078926717,8.425193812256257,11.969937687736325,1.2129250072037692,34
B0047,39,3.397135252361952,8.471726206300676,11.438399477589398,1.1999106597943647,33
B0047,40,3.384557786350807,8.510483818712029,12.144441411939049,1.1902559038393383,32
B0047,41,3.38207924956575,8.530222967717657,12.67224284322037,1.1892563795455853,31
B0047,42,3.3808097620789024,8.420605358837513,11.984785271459067,1.167069685125939,30
B0047,43,3.382026759648077,8.51215713252602,12.101959002780742,1.1615348403090369,29
B0047,44,3.376424700878435,8.54602737861718,12.396974763839234,1.1555563844349988,28
B0047,45,3.3729563491800936,8.4485741292899,11.455115215105929,1.1488524666097713,27
B0047,46,3.378642488252421,8.334392904335672,11.39345446641458,1.143572986788779,26
B0047,47,3.370172138170829,8.548983420432004,12.6352725981059,1.1418015379428537,25
B0047,48,3.367920943746027,8.545644001542279,12.45444631401429,1.136058647502255,24
B0047,49,3.3731133787458676,8.530684068571667,12.18400994607025,1.1236364680969286,23
B0047,50,3.3570684734893477,8.5880890540764,12.849012968534735,1.1320498900328944,22
B0047,51,3.3691516897861753,8.520717953543993,11.44307926801482,1.1170101762158153,21
B0047,52,3.3578225461504885,8.509426489984776,12.895633770945397,1.120043039721982,20
B0047,53,3.3676285575809373,8.454153696786289,11.573902587010837,1.1059773445917063,19
B0047,54,3.449492446913663,8.047459499367323,10.553052640742196,0,18
B0047,55,3.372493003925355,8.476574571858773,11.984288635557064,1.1907902374762016,17
B0047,56,3.382136756328252,8.567006275916873,12.836265571184011,1.2012387088454022,16
B0047,57,3.383822718764627,8.607327084258758,12.655987301395294,1.1906909549024802,15
B0047,58,3.3860339727551585,8.707959029152644,12.20963360823446,1.1764375730308343,14
B0047,59,3.3841395923852935,9.003534328496398,12.780134013784457,1.1628110372792353,13
B0047,60,3.3827771801616184,9.02852617906244,12.658108002877777,1.1516152840582585,12
B0047,61,3.364536091766799,9.027729535660669,13.24936801902594,1.1583673498348623,11
B0047,62,3.3787603150369994,9.071608131387514,13.102537521023756,1.1692285288386206,10
B0047,63,3.38042492580436,9.050284055951,13.019156020970016,1.1588148476218465,9
B0047,64,3.3757552328187086,8.986064263951343,12.612257184300963,1.1439588147705457,8
B0047,65,3.3744651760728988,9.036875447987502,12.968805846071126,1.1383941068159398,7
B0047,66,3.6287077311529012,7.698431744424151,9.05446951177611,0,6
B0047,67,3.3850807989789566,9.095394308322597,13.123905320087225,1.2213102850395667,5
B0047,68,3.3900890450634233,9.009063913586548,13.179418154583676,1.2031062978889062,4
B0047,69,3.3919885847746993,8.958051495293551,12.742282067813369,1.1897147112197684,3
B0047,70,3.3862399608298266,8.972563208541265,13.23162562344335,1.177422568842014,2
B0047,71,3.383817098626054,9.037146843138395,12.857920538298638,1.158443027293818,1
B0047,72,3.3818846696550433,9.009035929017505,12.67528068575023,1.1567087516841796,0
B0045,1,3.3507147228969534,9.485217152757082,15.71039018923076,1.0819793880779518,71
B0045,2,3.343710562419324,9.412485833762908,16.327881769438125,0.927952404748273,70
B0045,3,3.357113032625278,9.14441346005273,16.190453016227536,0.885193608411576,69
B0045,4,3.358646172572514,9.074180330499932,16.44564599364816,0.8581010699478283,68
B0045,5,3.3660643885240518,9.063698357219925,16.652821920677077,0.8409352213456689,67
B0045,6,3.367910347978234,9.076577071060372,16.626045153527933,0.8245471942901911,66
B0045,7,3.357745333360116,9.265023738219778,16.231693733501764,0.7935960418803983,65
B0045,8,3.3696607473704705,9.339350112299787,16.185673883928935,0.8183676087159205,64
B0045,9,3.3747312015520436,9.308634523153344,16.52621032903044,0.7977644276409412,63
B0045,10,3.381799182114607,9.254145206672922,15.196414604557985,0.7993777411831636,62
B0045,11,3.385176591409285,9.291749311540086,16.354435553014117,0.7783107440628891,61
B0045,12,3.3813096388474886,9.310447961834724,15.57016420519042,0.7803738231239117,60
B0045,13,3.3490369985986668,9.29775486780575,16.481904111846188,0.7713058245640294,59
B0045,14,3.3694542187312684,9.245632947295453,16.686364651804713,0.795279016979026,58
B0045,15,3.3771129586319466,9.21860683892004,16.527315358470222,0.7824128169919247,57
B0045,16,3.382104218416538,9.19413015419709,16.325076195754107,0.7649414992231182,56
B0045,17,3.3859954600090036,9.188267060937262,16.18780234880546,0.7544899426779375,55
B0045,18,3.3830345538672018,9.211910760834266,16.54868871782283,0.7504048978314295,54
B0045,19,3.37881379914347,9.15685740939557,15.893386512216576,0.7407258109620256,53
B0045,20,3.406714657706338,8.865755104549711,11.62448622814209,0,52
B0045,21,3.389059266953008,9.104538013834128,16.273556126855052,0.7308525593793626,51
B0045,22,3.3783919657677504,9.196243634400288,16.57769275391533,0.7287255851177903,50
B0045,23,3.3779346242690624,9.224293881462565,16.451931737613187,0.7161023377036263,49
B0045,24,3.3727225247575885,9.239291915944644,16.660404158556567,0.7129204834988017,48
B0045,25,3.380735960428841,9.220514425854448,16.192781213892964,0.7141991829499618,47
B0045,26,3.3889133424072204,9.140591023627803,14.742856005940368,0.7190570819844222,46
B0045,27,3.3855430731736647,9.05273466167465,14.693521549329,0.7173975428775917,45
B0045,28,3.375688256474184,9.311519157220646,15.86983818237976,0.7071027496463946,44
B0045,29,3.37794278508875,9.167853966731156,14.829662137922766,0.703531206505542,43
B0045,30,3.373558298075209,9.287848514483294,15.906462051621896,0.6941108278958862,42
B0045,31,3.368742642573582,9.322184761530549,16.353770501511462,0.6914114388869608,41
B0045,32,3.3718000664169727,9.289681276195049,15.076528277493722,0.6971551798505504,40
B0045,33,3.366360304166582,9.365909184464234,16.045850353764667,0.6832460217432723,39
B0045,34,3.342277843498783,9.328022708662925,16.24823467681854,0.6822029317493292,38
B0045,35,3.3722684174392836,9.373114023056761,15.761879553141288,0.7289529213213379,37
B0045,36,3.357634548884028,9.306835708093752,16.349393593197068,0.7139321758287004,36
B0045,37,3.3697954619483568,9.339526786032339,16.22246271510604,0.6957731747455482,35
B0045,38,3.3766733742445987,9.1327535688995,14.780023826016944,0.7018312962317095,34
B0045,39,3.356692310359256,9.343849839453913,16.357147782799643,0.6911808244378487,33
B0045,40,3.3716599583869122,9.257582649630315,15.304013119865168,0.6843279752855028,32
B0045,41,3.358461612325261,9.38425161776499,16.298057069520368,0.6741394908812485,31
B0045,42,3.3733153872943236,9.144982402264807,15.088230300481198,0.6670070174301739,30
B0045,43,3.367632771675607,9.26257479341655,15.201775291002932,0.6804085117374855,29
B0045,44,3.363321307304569,9.40011028670591,15.820509282900383,0.6617864063235485,28
B0045,45,3.346491714827562,9.419332811255556,15.58071439830652,0.6623168733492338,27
B0045,46,3.3599039237162853,9.207828068558017,14.525034072927795,0.6679358357181778,26
B0045,47,3.349639562276425,9.478974220669317,16.256345838594637,0.6488990885270688,25
B0045,48,3.352423027875088,9.37536325812961,15.916519503570711,0.6503639129625527,24
B0045,49,3.3563090390508155,9.348977069227304,15.322696472607957,0.6572077690202801,23
B0045,50,3.340602870094091,9.539830147989116,16.435471374813734,0.6363517458476216,22
B0045,51,3.348511229053965,9.436879605277216,14.7528730574534,0.6536449360948587,21
B0045,52,3.3328844784891074,9.4879310296259,16.57328291132994,0.6391428272150887,20
B0045,53,3.3518219079975298,9.300314416191522,14.528444176948046,0.6482206049496236,19
B0045,54,3.268327350028982,10.076022301978172,15.828293567742277,0.6287957471922729,18
B0045,55,3.3368580984170784,9.254842453288928,15.05093934814998,0.6380571850193401,17
B0045,56,3.339305489603821,9.58411609363967,16.878888140585346,0.6554825047832906,16
B0045,57,3.339570448565296,9.566905713744635,16.752865016509336,0.6484934835397033,15
B0045,58,3.3451677206996573,9.486246140892044,16.630725230629476,0.6454071687844921,14
B0045,59,3.3544794166161487,9.492943245052498,15.270710849004711,0.6427008031845645,13
B0045,60,3.3411905698302573,9.621291466671476,16.438070093673065,0.6352454880802477,12
B0045,61,3.3372444928972818,9.480811280043975,15.659914658719188,0.6156760019587869,11
B0045,62,3.3510332188429146,9.448949676434,15.265721279585906,0.6170833682807023,10
B0045,63,3.3573066817086326,9.522656892771677,15.459947276103474,0.6434227390858672,9
B0045,64,3.3367004271481884,9.570096566546104,16.472719613709117,0.6278124433742752,8
B0045,65,3.3507625069372007,9.488568418373822,15.321947787344948,0.6290078315253372,7
B0045,66,3.3925513327274577,8.948370017570232,11.709111497619928,0,6
B0045,67,3.3452602996349197,9.378195494421618,15.469187485474004,0.6266355568292261,5
B0045,68,3.3478192813331984,9.495184531517388,15.90915813248566,0.6495813516716594,4
B0045,69,3.3500352436555985,9.474914433741436,16.128312311530546,0.6337485177966306,3
B0045,70,3.3590566596536764,9.411639640493867,15.803292200329722,0.6298550929085645,2
B0045,71,3.3495911750877263,9.476832839675836,15.46350630780127,0.6183063778386736,1
B0045,72,3.3462597198775272,9.49822266009937,16.26952559815265,0.6069476168507777,0
B0048,1,3.4658606296374312,7.9114909421254485,10.85194413164328,1.6579955793677608,71
B0048,2,3.4593246298099665,7.958927971485882,10.829468947828506,1.5076933476098775,70
B0048,3,3.4552294701778714,7.708927821830712,11.053444137693344,1.4989223343608031,69
B0048,4,3.4575807060974952,7.711890755969547,10.582379295049948,1.4782919502497789,68
B0048,5,3.4576403855897397,7.733691649876036,10.227762694291696,1.461856891390611,67
B0048,6,3.4540569996464043,7.713793706750157,10.448166696977866,1.4509592706473475,66
B0048,7,3.436367401137892,7.8513931260036465,11.087645565750543,1.451746997147108,65
B0048,8,3.4466304878843594,7.905320525605018,10.331525897326843,1.444392866287476,64
B0048,9,3.4469353939775913,7.847675607740912,10.695473118282326,1.432738323965376,63
B0048,10,3.4438356242957933,7.926506175979814,10.588614300598088,1.417241201438662,62
B0048,11,3.4417182002819104,7.937097401174621,10.7107611721746,1.4057559944573452,61
B0048,12,3.439456123966976,7.9661274485105595,10.52686289722462,1.3902706269897063,60
B0048,13,3.4300387550398135,7.886742523689043,10.680714357791624,1.4196659307880326,59
B0048,14,3.442487347026378,7.810373532807223,10.479304841863389,1.4190563985232272,58
B0048,15,3.4434500367152183,7.869709498966687,10.378581035006627,1.404272356704056,57
B0048,16,3.4369770767738053,7.873285917762758,10.851484720266557,1.3916140490958342,56
B0048,17,3.4351167375068576,7.888295790156799,10.70498211965856,1.3749618350294734,55
B0048,18,3.4352880614818906,7.90514873318139,10.26828159930382,1.3545155713071164,54
B0048,19,3.426473499744202,7.9278743808781424,10.42028909453994,1.3440223073315984,53
B0048,20,3.6332673475295345,7.084065434295192,8.382812028066311,0,52
B0048,21,3.4231723044699156,7.950376644939932,11.025933551300648,1.372384475860572,51
B0048,22,3.428797713311107,7.891054732187375,10.196289899952207,1.3184105752674413,50
B0048,23,3.4246615589655973,7.911933312913009,10.67776116366158,1.3112727599578604,49
B0048,24,3.420260120001828,7.9731250548171255,10.197605675555666,1.2970172419001187,48
B0048,25,3.4176468335228454,7.988820643678426,10.817583822184044,1.2995219526631718,47
B0048,26,3.4172601086559014,7.990220402102304,10.516072793190034,1.2826154066729571,46
B0048,27,3.4115448650857543,7.882690956878554,10.549697060839051,1.2752890152407,45
B0048,28,3.4065891490442124,8.054682377673142,11.262651366620426,1.2735572473264072,44
B0048,29,3.404850768576602,7.989516678064296,10.67022537319244,1.2594114333938535,43
B0048,30,3.4037388246513496,8.031961049301984,11.290252755528313,1.2631632585495876,42
B0048,31,3.4068285577090975,8.043229181254354,10.973350060572036,1.2491717310136363,41
B0048,32,3.4086789774100317,8.03181115051043,10.3391489283262,1.233984347835307,40
B0048,33,3.3973450050321667,8.097013437245893,11.22843469416495,1.240031992028868,39
B0048,34,3.3993392010348766,8.022533123805395,11.142187018109254,1.30370857198071,38
B0048,35,3.4116534333763227,8.108172025448226,11.266783334689707,1.315055963470538,37
B0048,36,3.417645007960136,7.8977220071348055,10.42585253276335,1.2888738300982074,36
B0048,37,3.4079105797438367,8.04149350152151,11.216029100406416,1.2877137595885193,35
B0048,38,3.407164499269471,7.954120438181095,10.782099455149345,1.2673379985315463,34
B0048,39,3.411264697940678,7.997450587692992,10.321202935071105,1.250594345697306,33
B0048,40,3.399055092260418,8.033089769228212,10.97070399517944,1.2487131179395878,32
B0048,41,3.397998613644679,8.032822875095608,11.121182366824469,1.248002326082933,31
B0048,42,3.3968749308721438,7.971994643634386,10.805368665446066,1.2300895244599586,30
B0048,43,3.3949285391136215,7.985840586212385,10.90427632418744,1.2244197121500935,29
B0048,44,3.3923053503439844,8.055923800450703,11.177549576040898,1.2186682845116386,28
B0048,45,3.393507466288284,7.982156595851859,10.375532122783676,1.2037865236033616,27
B0048,46,3.397997936501643,7.842796481143621,10.314092555911314,1.1947642300832226,26
B0048,47,3.3882925257712984,8.079939832789865,11.367431862943256,1.2052091893871497,25
B0048,48,3.3877256181336417,8.064765751727984,11.06954549641082,1.1955746593628465,24
B0048,49,3.3892443793813447,8.047690080561159,10.977331626368253,1.1888497102149884,23
B0048,50,3.379247569665043,8.077528255423264,11.25041370680882,1.1915605250807406,22
B0048,51,3.3916390352444328,7.993540199499143,10.261913330935936,1.1726587153109655,21
B0048,52,3.3795641863547807,7.973181959906695,11.209451387068038,1.1841133872494156,20
B0048,53,3.3905357196785717,7.915947250994455,10.39465598668322,1.1576825122317769,19
B0048,54,3.4657216656737035,7.631644271961187,9.73523495959482,0,18
B0048,55,3.3909861606032004,7.938268366482139,10.71880829888557,1.259355851168598,17
B0048,56,3.3970417211274984,8.024531067354474,11.267543040114028,1.265883375278026,16
B0048,57,3.4053897793262036,8.026701986317695,10.977215485451683,1.2472598673184119,15
B0048,58,3.4044637089502996,8.083086131954136,10.698980931953203,1.232808747256218,14
B0048,59,3.40066115678775,8.282945581406354,11.200778779435032,1.2319592783041904,13
B0048,60,3.399557901522936,8.296254318972048,11.067122162658642,1.220785786262778,12
B0048,61,3.3869933616946555,8.280354632475289,11.217197558663642,1.2275441303266783,11
B0048,62,3.3947531020283486,8.346898191755683,11.59325762914515,1.2386788414290355,10
B0048,63,3.3979955411966936,8.337878264565942,11.534047303435644,1.2283577755407058,9
B0048,64,3.399587991995103,8.259622932500356,10.92572543982624,1.2095481507570451,8
B0048,65,3.395118621843109,8.290496900072908,11.346378697595553,1.2082142070681048,7
B0048,66,3.6274300474413557,7.381556529300557,8.56828741399406,0,6
B0048,67,3.402660754515897,8.321321846834685,11.439171740202124,1.2998734542832147,5
B0048,68,3.409317486730915,8.23807744072398,11.147240167890732,1.2691220651743778,4
B0048,69,3.4133709426845633,8.189029507624946,10.831285577855546,1.2555144634690785,3
B0048,70,3.4068009615962724,8.234868029314756,11.236293148641268,1.2519876926897657,2
B0048,71,3.4061690632747035,8.238279702155017,11.08616967823061,1.2374982003019996,1
B0048,72,3.406745720524415,8.219372551773532,10.751912617606896,1.2231273969878986,0
B0046,1,3.4409645322869102,9.035891964302168,13.880080551261509,1.7282392323598248,71
B0046,2,3.4252545586780085,8.872109574065124,12.941526372487642,1.5161488467923143,70
B0046,3,3.425904453303529,8.6284456728549,13.359691095670462,1.503121190703977,69
B0046,4,3.423608435843718,8.63136091760955,12.683911154117247,1.48586566102824,68
B0046,5,3.4211455348547464,8.67696820980418,13.065399804685724,1.4694562316392716,67
B0046,6,3.418211640329191,8.714755394110101,12.802479603911388,1.4589554592644807,66
B0046,7,3.3913871477101263,8.941517894800649,13.585554405586658,1.4556853555098295,65
B0046,8,3.405195390316552,8.956808204433374,13.94301293338268,1.456232262380321,64
B0046,9,3.4089875975783017,8.857079944726477,13.134169173843691,1.4440592236675138,63
B0046,10,3.405344636824463,8.951187295260016,14.086951683642924,1.428294264765868,62
B0046,11,3.4032461605763142,8.966158040889411,13.314723048488911,1.4199848948034668,61
B0046,12,3.3967709514446076,8.972930848723113,14.173291675329546,1.4043226018516568,60
B0046,13,3.3721964614287634,9.032800036514974,13.959348125513564,1.4234351301615986,59
B0046,14,3.3962096829403037,8.8666091485246,13.523198161538613,1.4339948857967295,58
B0046,15,3.3989726713804767,8.91721938287038,13.750234723504356,1.4185177047756572,57
B0046,16,3.39769311615204,8.923958703020183,13.400973711086476,1.4056313337829422,56
B0046,17,3.3923860221630204,8.991317663963024,13.648707282364962,1.3890214025155618,55
B0046,18,3.387564802409393,9.016720196858456,13.959820884900516,1.3723339082737365,54
B0046,19,3.3755889260430436,8.999593683204713,14.349640095291218,1.3615778905990565,53
B0046,20,3.651052971550194,7.549065028670864,8.96387999471909,0,52
B0046,21,3.3771442240108183,9.073580268946476,13.720010432160604,1.4100282016237429,51
B0046,22,3.3739069772216053,9.035703497783533,14.214578668306734,1.3395671374926488,50
B0046,23,3.3730377771688125,9.0428494070086,13.7206185074268,1.3291515487117478,49
B0046,24,3.361814920655554,9.103478864398264,14.307049577086085,1.3181687033905718,48
B0046,25,3.36759601245628,9.08626820310501,13.73206507015365,1.312423708466101,47
B0046,26,3.3619567307164724,9.113491912356011,14.550153842364988,1.2993237532162487,46
B0046,27,3.360770876263507,8.977476169539525,14.437029519118854,1.2877483042174591,45
B0046,28,3.3581255157395584,9.205520238536876,14.364000921258654,1.2865282739749122,44
B0046,29,3.347714666699619,9.14555330973735,14.693349843683665,1.2719636386987183,43
B0046,30,3.353800882166825,9.111354213090989,14.058016587648105,1.2714495345417192,42
B0046,31,3.350657273692142,9.163824507961877,13.779152574880364,1.2615423884659074,41
B0046,32,3.349047830330531,9.165326915001913,14.383739114376208,1.2421201619204132,40
B0046,33,3.3446343037059103,9.179753755489338,14.589504036127655,1.2402537441669796,39
B0046,34,3.3205030122204913,9.27415763140438,13.891154624298236,1.2851130012242886,38
B0046,35,3.349264182688189,9.271981913108279,14.673096336965486,1.3043327841699193,37
B0046,36,3.3574536928825296,9.033984664610193,13.896967367053858,1.2778639041619957,36
B0046,37,3.3535254761184166,9.172120651818531,13.908543615362126,1.2723464591651539,35
B0046,38,3.347073227310051,9.093365400458568,14.617560660341365,1.2477883952768762,34
B0046,39,3.348504626898048,9.119927887302934,14.288124170416689,1.2352499196655526,33
B0046,40,3.3328169133314747,9.185345552194319,14.875868929885128,1.229251291851949,32
B0046,41,3.343773088070051,9.156968538676207,13.880179808466218,1.223890910501634,31
B0046,42,3.33676988143417,9.08775088318824,14.631961684725407,1.205423323571373,30
B0046,43,3.333058450714012,9.184456763175827,14.768164211079869,1.1957824090008151,29
B0046,44,3.3307168993094938,9.215049403610458,15.037938036453404,1.1900729496698461,28
B0046,45,3.3218468956700393,9.185331012909922,14.290141125898849,1.179201763233652,27
B0046,46,3.327359417043662,9.046655941616262,13.996450231420782,1.169504032514554,26
B0046,47,3.3259632346577273,9.26195924957788,14.935082428364884,1.16772376849918,25
B0046,48,3.322240958381916,9.252994157098664,14.99164974108056,1.1579256145829042,24
B0046,49,3.325985699672719,9.26310734626783,14.811846373564524,1.1499812813376982,23
B0046,50,3.3114789937571287,9.331127163327569,14.247555903096725,1.150285902223034,22
B0046,51,3.3170441017303047,9.266824205941363,14.332240013732582,1.1349452274085248,21
B0046,52,3.314496922697215,9.20992133972331,14.276871638701772,1.1380960963513609,20
B0046,53,3.315933995614132,9.1721362476023,13.777310967702926,1.123711172150547,19
B0046,54,3.4426193474976627,8.57217147461004,11.441352869995514,0,18
B0046,55,3.2963331961890048,9.25834987796474,14.96165525093106,1.214119211354098,17
B0046,56,3.3205927834140843,9.311634785976043,14.622124863653871,1.211944797522819,16
B0046,57,3.3321448974569696,9.306501252940654,14.181162993443126,1.1971248679331923,15
B0046,58,3.3300589536831566,9.361883663268088,13.989284902759552,1.1822892151870987,14
B0046,59,3.326398154149516,9.565977385225588,15.042601535042603,1.1645336676778397,13
B0046,60,3.324081152870965,9.613253810213061,15.027421071078606,1.1535559567518647,12
B0046,61,3.2901896835135895,9.659706152498446,14.577396723095212,1.1601987101282065,11
B0046,62,3.3123680120679446,9.660074492266734,15.36587842843583,1.1711716308206082,10
B0046,63,3.3202672940295272,9.610732084606383,15.29268403662172,1.1563410270783216,9
B0046,64,3.3220005581957603,9.509606751933422,14.698902260428524,1.141082456193516,8
B0046,65,3.316995919062792,9.55376799961061,15.066788669768552,1.1352383596118123,7
B0046,66,3.6155991581342013,7.9488520188669245,9.413942588565495,0,6
B0046,67,3.304824958917925,9.689325427035971,14.884443210062466,1.2530847858282803,5
B0046,68,3.3235919579934095,9.54652406934783,14.454392118638458,1.2050453590356518,4
B0046,69,3.3336764636844887,9.486110245180768,14.172939173239188,1.19119860196273,3
B0046,70,3.32512940887575,9.528985199683015,14.797843662102167,1.17463817374538,2
B0046,71,3.3265245824041667,9.519831150565885,14.86814851282613,1.1555432048235512,1
B0046,72,3.325662411014798,9.50863223906921,14.051631055988958,1.1538041170229467,0
B0043,1,3.475911687674208,30.907894474048284,36.84241052511593,1.713782642126885,111
B0043,2,3.4897388185035,30.363796429604488,36.2511342416132,1.6955681658647108,110
B0043,3,3.4901234321768033,30.07611798184701,36.12855723169499,1.6814906372051954,109
B0043,4,3.4940185374934947,30.05896964075817,36.35251788056927,1.6786372409532953,108
B0043,5,3.5005489873453817,30.417149405736243,36.75256708066779,1.6694168550864992,107
B0043,6,3.5793396123177414,29.92385834200675,34.26334191029433,0,106
B0043,7,3.507465391169604,30.617574721987218,36.83142721849718,1.6611938521224778,105
B0043,8,3.505466720095601,30.258236869364143,36.54735803665934,1.6506423382064332,104
B0043,9,3.505146635224542,29.936684037867014,36.223678523702304,1.6424273190907783,103
B0043,10,3.5024428414174498,29.74762436888935,36.16960256825446,1.6353664801041328,102
B0043,11,3.5007336141613488,29.699035458962353,36.19613432531801,1.633232875930849,101
B0043,12,3.501947249481621,29.746622188626663,36.217566438813456,1.6258840554387932,100
B0043,13,3.5002499918856302,29.642987306218718,36.09047688646367,1.617976174654771,99
B0043,14,3.5007698538114447,29.663939557878308,36.148984496134304,1.6136652707273988,98
B0043,15,3.5004947608560313,29.637650852441404,36.15795969792578,1.605821026619692,97
B0043,16,3.4961700451758575,29.593597067401642,36.16956081888435,1.6033527961961531,96
B0043,17,3.4993157107183803,29.63922727943673,36.13182777424954,1.5951342406182645,95
B0043,18,3.50080829213355,29.666195384468185,36.12995412374782,1.5878135544728507,94
B0043,19,3.497552326899387,29.635949832755518,36.115379230424814,1.5800601969084245,93
B0043,20,3.4969748978677377,29.671876354508125,36.260266208231016,1.575565087879128,92
B0043,21,3.4931433851686124,29.993152820136338,36.73407518988127,1.5950169012164208,91
B0043,22,3.500270597096414,30.681276254794994,37.35435994505973,1.5898075522577595,90
B0043,23,3.5026578112869,30.871236598447616,37.40944456827136,1.5807953202097411,89
B0043,24,3.501870413763956,30.779999574712413,37.26366414928814,1.5704333289187615,88
B0043,25,3.4967579517606566,30.581480715523952,37.27002790978136,1.5643368431897877,87
B0043,26,3.4938467732797593,30.546605962885614,37.37612563137064,1.558307017802491,86
B0043,27,3.498085824975237,30.92329503843904,37.57568180724724,1.5537149289772467,85
B0043,28,3.499824440494276,31.225884514077716,37.80943515485114,1.549528250585513,84
B0043,29,3.4987433448544607,31.163201064541546,37.69836973093636,1.5424430535161062,83
B0043,30,3.496873891743175,31.130645067035932,37.67202323454292,1.54256227031715,82
B0043,31,3.4895372240361704,30.837232735283838,37.5846177818102,1.5309356452520158,81
B0043,32,3.4871652344467075,30.641318807832377,37.57163850758581,1.5247733176952427,80
B0043,33,3.4906015804101496,31.01732542847249,37.83811660125229,1.5196742408779502,79
B0043,34,3.4876146185117345,30.93897323974993,37.76120652410461,1.5123696925788683,78
B0043,35,3.4842857075179094,30.585360437692223,37.43416840833683,1.499914486202397,77
B0043,36,3.4811070895804797,30.3648233882985,37.31899313705125,1.4924106271188253,76
B0043,37,3.475104459646633,30.432401864910737,37.58604736335072,1.492624987952706,75
B0043,38,3.4772044059441005,30.831835959630617,38.06717620893625,1.4924024018806028,74
B0043,39,3.482172936874988,31.094991080529404,38.03429813873292,1.4853020201751674,73
B0043,40,3.4803385610467843,31.038470618761803,37.8850432804777,1.477208127101587,72
B0043,41,3.4714831954460226,30.652253424171764,37.72173567628911,1.4694738525181406,71
B0043,42,4.05715902963358,7.628394260109583,10.169699784021772,0.057034391042653794,70
B0043,43,4.049827246639277,7.4649167649876285,10.073103559906276,0.0571536334895882,69
B0043,44,4.049066061935538,7.503302872635532,9.363713069880482,0.05729366005937665,68
B0043,45,4.044551430084685,7.637968852421283,9.49837575629517,0.05744203185278054,67
B0043,46,4.035830307373486,7.608951449591351,9.502985965829737,0.06713062107721124,66
B0043,47,4.044589005651629,7.076698354969239,8.979535773958249,0.06714781920234739,65
B0043,48,4.04142282173358,7.203287534892745,10.239009824535197,0.06732001211690299,64
B0043,49,4.038238044394062,7.515405447362731,10.120757638084276,0.06784038051613318,63
B0043,50,3.9848046527051646,8.284967270173246,10.16908687877008,0.06799604927210635,62
